methode;type;threshold;nom_instance;N;M;F;tps;solv;obj;obj1;obj2;obj22;setup;valide;feas;opt 
jobBased.exe;T14_big;big;instance_20_3_4_10_8_Bthr_0.txt;20;3;4;9.323;1;0;562;0;0;7;1;1;1
jobBased.exe;T14_big;big;instance_20_3_4_10_8_Bthr_1.txt;20;3;4;0.343;1;0;337;0;0;1;1;1;1
jobBased.exe;T14_big;big;instance_20_3_4_10_8_Bthr_2.txt;20;3;4;6.497;1;0;370;0;0;8;1;1;1
jobBased.exe;T14_big;big;instance_20_3_4_10_8_Bthr_3.txt;20;3;4;135.762;1;0;437;0;0;5;1;1;1
jobBased.exe;T14_big;big;instance_20_3_4_10_8_Bthr_4.txt;20;3;4;600.008;1;1;517;1;1;6;1;1;0
jobBased.exe;T14_big;big;instance_20_3_4_10_8_Bthr_5.txt;20;3;4;2.646;1;0;316;0;0;8;1;1;1
jobBased.exe;T14_big;big;instance_20_3_4_10_8_Bthr_6.txt;20;3;4;188.339;1;0;413;0;0;4;1;1;1
jobBased.exe;T14_big;big;instance_20_3_4_10_8_Bthr_7.txt;20;3;4;225.821;1;0;473;0;0;9;1;1;1
jobBased.exe;T14_big;big;instance_20_3_4_10_8_Bthr_8.txt;20;3;4;7.064;1;0;584;0;0;9;1;1;1
jobBased.exe;T14_big;big;instance_20_3_4_10_8_Bthr_9.txt;20;3;4;99.781;1;0;453;0;0;7;1;1;1
jobBased.exe;T14_medium;medium;instance_20_3_4_10_8_Mthr_0.txt;20;3;4;1.972;1;0;141;0;0;3;1;1;1
jobBased.exe;T14_medium;medium;instance_20_3_4_10_8_Mthr_1.txt;20;3;4;600.009;1;2;475;2;2;8;1;1;0
jobBased.exe;T14_medium;medium;instance_20_3_4_10_8_Mthr_2.txt;20;3;4;15.519;1;0;380;0;0;8;1;1;1
jobBased.exe;T14_medium;medium;instance_20_3_4_10_8_Mthr_3.txt;20;3;4;600.008;1;1;179;1;1;8;1;1;0
jobBased.exe;T14_medium;medium;instance_20_3_4_10_8_Mthr_4.txt;20;3;4;9.047;1;0;211;0;0;5;1;1;1
jobBased.exe;T14_medium;medium;instance_20_3_4_10_8_Mthr_5.txt;20;3;4;173.246;1;0;748;0;0;10;1;1;1
jobBased.exe;T14_medium;medium;instance_20_3_4_10_8_Mthr_6.txt;20;3;4;87.555;1;0;328;0;0;4;1;1;1
jobBased.exe;T14_medium;medium;instance_20_3_4_10_8_Mthr_7.txt;20;3;4;600.008;1;1;426;1;1;8;1;1;0
jobBased.exe;T14_medium;medium;instance_20_3_4_10_8_Mthr_8.txt;20;3;4;15.901;1;0;519;0;0;10;1;1;1
jobBased.exe;T14_medium;medium;instance_20_3_4_10_8_Mthr_9.txt;20;3;4;5.434;1;0;437;0;0;8;1;1;1
jobBased.exe;T14_small;small;instance_20_3_4_10_8_Sthr_0.txt;20;3;4;600.007;1;1;441;1;1;9;1;1;0
