methode;type;threshold;nom_instance;N;M;F;tps;solv;obj;obj1;obj2;obj22;setup;valide;feas;opt 
jobBased.exe;T15_medium;medium;instance_20_3_5_10_9_Mthr_7.txt;20;3;5;600.005;1;387;387;0;0;11;1;1;0
jobBased.exe;T15_medium;medium;instance_20_3_5_10_9_Mthr_8.txt;20;3;5;600.005;1;460;460;0;0;9;1;1;0
jobBased.exe;T15_medium;medium;instance_20_3_5_10_9_Mthr_9.txt;20;3;5;600.006;1;625;425;2;2;7;1;1;0
jobBased.exe;T15_small;small;instance_20_3_5_10_9_Sthr_0.txt;20;3;5;600.005;1;769;469;3;3;5;1;1;0
jobBased.exe;T15_small;small;instance_20_3_5_10_9_Sthr_1.txt;20;3;5;600.006;1;690;390;3;3;12;1;1;0
jobBased.exe;T15_small;small;instance_20_3_5_10_9_Sthr_2.txt;20;3;5;600.006;1;718;418;3;3;8;1;1;0
jobBased.exe;T15_small;small;instance_20_3_5_10_9_Sthr_3.txt;20;3;5;600.006;1;1105;705;4;4;8;1;1;0
jobBased.exe;T15_small;small;instance_20_3_5_10_9_Sthr_4.txt;20;3;5;600.005;1;857;557;3;3;8;1;1;0
jobBased.exe;T15_small;small;instance_20_3_5_10_9_Sthr_5.txt;20;3;5;600.005;1;749;449;3;3;7;1;1;0
jobBased.exe;T15_small;small;instance_20_3_5_10_9_Sthr_6.txt;20;3;5;600.005;1;354;354;0;0;13;1;1;0
jobBased.exe;T15_small;small;instance_20_3_5_10_9_Sthr_7.txt;20;3;5;600.005;1;685;485;2;2;14;1;1;0
jobBased.exe;T15_small;small;instance_20_3_5_10_9_Sthr_8.txt;20;3;5;600.007;1;942;642;3;3;6;1;1;0
jobBased.exe;T15_small;small;instance_20_3_5_10_9_Sthr_9.txt;20;3;5;600.005;1;812;512;3;3;6;1;1;0
jobBased.exe;T16_big;big;instance_20_4_2_10_6_Bthr_0.txt;20;4;2;600.007;1;414;414;0;0;2;1;1;0
jobBased.exe;T16_big;big;instance_20_4_2_10_6_Bthr_1.txt;20;4;2;600.006;1;314;314;0;0;1;1;1;0
jobBased.exe;T16_big;big;instance_20_4_2_10_6_Bthr_2.txt;20;4;2;600.006;1;276;276;0;0;2;1;1;0
jobBased.exe;T16_big;big;instance_20_4_2_10_6_Bthr_3.txt;20;4;2;600.005;1;404;404;0;0;2;1;1;0
jobBased.exe;T16_big;big;instance_20_4_2_10_6_Bthr_4.txt;20;4;2;600.006;1;251;251;0;0;2;1;1;0
jobBased.exe;T16_big;big;instance_20_4_2_10_6_Bthr_5.txt;20;4;2;600.007;1;516;516;0;0;3;1;1;0
jobBased.exe;T16_big;big;instance_20_4_2_10_6_Bthr_6.txt;20;4;2;600.006;1;540;540;0;0;0;1;1;0
jobBased.exe;T16_big;big;instance_20_4_2_10_6_Bthr_7.txt;20;4;2;600.007;1;272;272;0;0;0;1;1;0
jobBased.exe;T16_big;big;instance_20_4_2_10_6_Bthr_8.txt;20;4;2;600.006;1;226;226;0;0;2;1;1;0
jobBased.exe;T16_big;big;instance_20_4_2_10_6_Bthr_9.txt;20;4;2;600.005;1;728;648;2;2;0;1;1;0
jobBased.exe;T16_medium;medium;instance_20_4_2_10_6_Mthr_0.txt;20;4;2;600.005;1;524;524;0;0;2;1;1;0
jobBased.exe;T16_medium;medium;instance_20_4_2_10_6_Mthr_1.txt;20;4;2;600.006;1;95;95;0;0;1;1;1;0
jobBased.exe;T16_medium;medium;instance_20_4_2_10_6_Mthr_2.txt;20;4;2;600.005;1;226;226;0;0;4;1;1;0
jobBased.exe;T16_medium;medium;instance_20_4_2_10_6_Mthr_3.txt;20;4;2;600.006;1;420;420;0;0;2;1;1;0
jobBased.exe;T16_medium;medium;instance_20_4_2_10_6_Mthr_4.txt;20;4;2;600.006;1;292;292;0;0;4;1;1;0
jobBased.exe;T16_medium;medium;instance_20_4_2_10_6_Mthr_5.txt;20;4;2;600.006;1;367;367;0;0;4;1;1;0
jobBased.exe;T16_medium;medium;instance_20_4_2_10_6_Mthr_6.txt;20;4;2;600.006;1;224;224;0;0;2;1;1;0
jobBased.exe;T16_medium;medium;instance_20_4_2_10_6_Mthr_7.txt;20;4;2;600.006;1;440;440;0;0;4;1;1;0
jobBased.exe;T16_medium;medium;instance_20_4_2_10_6_Mthr_8.txt;20;4;2;600.006;1;261;261;0;0;2;1;1;0
jobBased.exe;T16_medium;medium;instance_20_4_2_10_6_Mthr_9.txt;20;4;2;600.006;1;364;364;0;0;1;1;1;0
jobBased.exe;T16_small;small;instance_20_4_2_10_6_Sthr_0.txt;20;4;2;600.006;1;384;384;0;0;3;1;1;0
jobBased.exe;T16_small;small;instance_20_4_2_10_6_Sthr_1.txt;20;4;2;600.006;1;360;360;0;0;4;1;1;0
jobBased.exe;T16_small;small;instance_20_4_2_10_6_Sthr_2.txt;20;4;2;600.006;1;163;123;1;1;2;1;1;0
jobBased.exe;T16_small;small;instance_20_4_2_10_6_Sthr_3.txt;20;4;2;600.007;1;280;280;0;0;2;1;1;0
jobBased.exe;T16_small;small;instance_20_4_2_10_6_Sthr_4.txt;20;4;2;600.007;1;560;560;0;0;2;1;1;0
jobBased.exe;T16_small;small;instance_20_4_2_10_6_Sthr_5.txt;20;4;2;600.006;1;301;301;0;0;4;1;1;0
jobBased.exe;T16_small;small;instance_20_4_2_10_6_Sthr_6.txt;20;4;2;600.006;1;495;455;1;1;2;1;1;0
jobBased.exe;T16_small;small;instance_20_4_2_10_6_Sthr_7.txt;20;4;2;600.006;1;311;311;0;0;2;1;1;0
jobBased.exe;T16_small;small;instance_20_4_2_10_6_Sthr_8.txt;20;4;2;600.006;1;358;278;2;2;0;1;1;0
jobBased.exe;T16_small;small;instance_20_4_2_10_6_Sthr_9.txt;20;4;2;600.007;1;410;410;0;0;4;1;1;0
jobBased.exe;T17_big;big;instance_20_4_3_10_7_Bthr_0.txt;20;4;3;600.006;1;198;198;0;0;0;1;1;0
jobBased.exe;T17_big;big;instance_20_4_3_10_7_Bthr_1.txt;20;4;3;600.006;1;329;329;0;0;2;1;1;0
jobBased.exe;T17_big;big;instance_20_4_3_10_7_Bthr_2.txt;20;4;3;600.006;1;283;283;0;0;2;1;1;0
jobBased.exe;T17_big;big;instance_20_4_3_10_7_Bthr_3.txt;20;4;3;600.005;1;507;507;0;0;3;1;1;0
jobBased.exe;T17_big;big;instance_20_4_3_10_7_Bthr_4.txt;20;4;3;600.006;1;213;213;0;0;1;1;1;0
jobBased.exe;T17_big;big;instance_20_4_3_10_7_Bthr_5.txt;20;4;3;600.006;1;388;388;0;0;1;1;1;0
jobBased.exe;T17_big;big;instance_20_4_3_10_7_Bthr_6.txt;20;4;3;600.006;1;337;337;0;0;2;1;1;0
jobBased.exe;T17_big;big;instance_20_4_3_10_7_Bthr_7.txt;20;4;3;600.005;1;221;221;0;0;3;1;1;0
jobBased.exe;T17_big;big;instance_20_4_3_10_7_Bthr_8.txt;20;4;3;600.006;1;362;362;0;0;2;1;1;0
jobBased.exe;T17_big;big;instance_20_4_3_10_7_Bthr_9.txt;20;4;3;600.005;1;624;504;2;2;1;1;1;0
jobBased.exe;T17_medium;medium;instance_20_4_3_10_7_Mthr_0.txt;20;4;3;600.005;1;566;506;1;1;6;1;1;0
jobBased.exe;T17_medium;medium;instance_20_4_3_10_7_Mthr_1.txt;20;4;3;600.005;1;354;354;0;0;3;1;1;0
jobBased.exe;T17_medium;medium;instance_20_4_3_10_7_Mthr_2.txt;20;4;3;600.005;1;266;266;0;0;4;1;1;0
jobBased.exe;T17_medium;medium;instance_20_4_3_10_7_Mthr_3.txt;20;4;3;600.006;1;736;616;2;2;2;1;1;0
jobBased.exe;T17_medium;medium;instance_20_4_3_10_7_Mthr_4.txt;20;4;3;600.005;1;289;289;0;0;3;1;1;0
jobBased.exe;T17_medium;medium;instance_20_4_3_10_7_Mthr_5.txt;20;4;3;600.006;1;407;407;0;0;1;1;1;0
jobBased.exe;T17_medium;medium;instance_20_4_3_10_7_Mthr_6.txt;20;4;3;600.006;1;267;267;0;0;1;1;1;0
jobBased.exe;T17_medium;medium;instance_20_4_3_10_7_Mthr_7.txt;20;4;3;600.005;1;357;357;0;0;4;1;1;0
jobBased.exe;T17_medium;medium;instance_20_4_3_10_7_Mthr_8.txt;20;4;3;600.006;1;388;388;0;0;1;1;1;0
jobBased.exe;T17_medium;medium;instance_20_4_3_10_7_Mthr_9.txt;20;4;3;600.006;1;476;476;0;0;5;1;1;0
jobBased.exe;T17_small;small;instance_20_4_3_10_7_Sthr_0.txt;20;4;3;600.005;1;390;330;1;1;6;1;1;0
jobBased.exe;T17_small;small;instance_20_4_3_10_7_Sthr_1.txt;20;4;3;600.005;1;405;405;0;0;5;1;1;0
jobBased.exe;T17_small;small;instance_20_4_3_10_7_Sthr_2.txt;20;4;3;600.005;1;380;320;1;1;6;1;1;0
jobBased.exe;T17_small;small;instance_20_4_3_10_7_Sthr_3.txt;20;4;3;600.005;1;956;776;3;3;0;1;1;0
jobBased.exe;T17_small;small;instance_20_4_3_10_7_Sthr_4.txt;20;4;3;600.005;1;176;176;0;0;2;1;1;0
jobBased.exe;T17_small;small;instance_20_4_3_10_7_Sthr_5.txt;20;4;3;600.006;1;725;545;3;3;2;1;1;0
jobBased.exe;T17_small;small;instance_20_4_3_10_7_Sthr_6.txt;20;4;3;600.006;1;469;469;0;0;4;1;1;0
jobBased.exe;T17_small;small;instance_20_4_3_10_7_Sthr_7.txt;20;4;3;600.005;1;306;306;0;0;6;1;1;0
jobBased.exe;T17_small;small;instance_20_4_3_10_7_Sthr_8.txt;20;4;3;600.006;1;596;476;2;2;1;1;1;0
jobBased.exe;T17_small;small;instance_20_4_3_10_7_Sthr_9.txt;20;4;3;600.006;1;442;442;0;0;6;1;1;0
jobBased.exe;T18_big;big;instance_20_4_4_10_11_Bthr_0.txt;20;4;4;600.005;1;268;268;0;0;3;1;1;0
jobBased.exe;T18_big;big;instance_20_4_4_10_11_Bthr_1.txt;20;4;4;600.006;1;563;563;0;0;4;1;1;0
jobBased.exe;T18_big;big;instance_20_4_4_10_11_Bthr_2.txt;20;4;4;600.005;1;295;295;0;0;3;1;1;0
jobBased.exe;T18_big;big;instance_20_4_4_10_11_Bthr_3.txt;20;4;4;600.006;1;474;474;0;0;4;1;1;0
jobBased.exe;T18_big;big;instance_20_4_4_10_11_Bthr_4.txt;20;4;4;600.006;1;163;163;0;0;5;1;1;0
jobBased.exe;T18_big;big;instance_20_4_4_10_11_Bthr_5.txt;20;4;4;600.006;1;773;533;3;3;7;1;1;0
jobBased.exe;T18_big;big;instance_20_4_4_10_11_Bthr_6.txt;20;4;4;600.006;1;363;363;0;0;4;1;1;0
jobBased.exe;T18_big;big;instance_20_4_4_10_11_Bthr_7.txt;20;4;4;600.005;1;310;310;0;0;4;1;1;0
jobBased.exe;T18_big;big;instance_20_4_4_10_11_Bthr_8.txt;20;4;4;600.006;1;152;152;0;0;5;1;1;0
jobBased.exe;T18_big;big;instance_20_4_4_10_11_Bthr_9.txt;20;4;4;600.005;1;301;301;0;0;4;1;1;0
jobBased.exe;T18_medium;medium;instance_20_4_4_10_11_Mthr_0.txt;20;4;4;600.007;1;227;227;0;0;4;1;1;0
jobBased.exe;T18_medium;medium;instance_20_4_4_10_11_Mthr_1.txt;20;4;4;600.006;1;238;238;0;0;4;1;1;0
jobBased.exe;T18_medium;medium;instance_20_4_4_10_11_Mthr_2.txt;20;4;4;600.006;1;261;261;0;0;4;1;1;0
jobBased.exe;T18_medium;medium;instance_20_4_4_10_11_Mthr_3.txt;20;4;4;600.006;1;263;263;0;0;5;1;1;0
jobBased.exe;T18_medium;medium;instance_20_4_4_10_11_Mthr_4.txt;20;4;4;600.005;1;653;493;2;2;7;1;1;0
jobBased.exe;T18_medium;medium;instance_20_4_4_10_11_Mthr_5.txt;20;4;4;600.006;1;670;510;2;2;6;1;1;0
jobBased.exe;T18_medium;medium;instance_20_4_4_10_11_Mthr_6.txt;20;4;4;600.006;1;302;302;0;0;9;1;1;0
jobBased.exe;T18_medium;medium;instance_20_4_4_10_11_Mthr_7.txt;20;4;4;600.006;1;492;492;0;0;7;1;1;0
jobBased.exe;T18_medium;medium;instance_20_4_4_10_11_Mthr_8.txt;20;4;4;600.007;1;260;260;0;0;5;1;1;0
jobBased.exe;T18_medium;medium;instance_20_4_4_10_11_Mthr_9.txt;20;4;4;600.006;1;169;169;0;0;5;1;1;0
jobBased.exe;T18_small;small;instance_20_4_4_10_11_Sthr_0.txt;20;4;4;600.007;1;504;424;1;1;12;1;1;0
jobBased.exe;T18_small;small;instance_20_4_4_10_11_Sthr_1.txt;20;4;4;600.006;1;563;403;2;2;6;1;1;0
jobBased.exe;T18_small;small;instance_20_4_4_10_11_Sthr_2.txt;20;4;4;600.005;1;631;391;3;3;9;1;1;0
jobBased.exe;T18_small;small;instance_20_4_4_10_11_Sthr_3.txt;20;4;4;600.006;1;282;282;0;0;14;1;1;0
jobBased.exe;T18_small;small;instance_20_4_4_10_11_Sthr_4.txt;20;4;4;600.006;1;745;505;3;3;6;1;1;0
jobBased.exe;T18_small;small;instance_20_4_4_10_11_Sthr_5.txt;20;4;4;600.007;1;247;247;0;0;9;1;1;0
jobBased.exe;T18_small;small;instance_20_4_4_10_11_Sthr_6.txt;20;4;4;600.005;1;373;373;0;0;9;1;1;0
jobBased.exe;T18_small;small;instance_20_4_4_10_11_Sthr_7.txt;20;4;4;600.006;1;664;424;3;3;7;1;1;0
jobBased.exe;T18_small;small;instance_20_4_4_10_11_Sthr_8.txt;20;4;4;600.006;1;547;387;2;2;9;1;1;0
jobBased.exe;T18_small;small;instance_20_4_4_10_11_Sthr_9.txt;20;4;4;600.006;1;283;283;0;0;9;1;1;0
jobBased.exe;T19_big;big;instance_20_4_5_10_13_Bthr_0.txt;20;4;5;600.005;1;212;212;0;0;4;1;1;0
jobBased.exe;T19_big;big;instance_20_4_5_10_13_Bthr_1.txt;20;4;5;600.006;1;244;244;0;0;4;1;1;0
jobBased.exe;T19_big;big;instance_20_4_5_10_13_Bthr_2.txt;20;4;5;600.006;1;229;229;0;0;4;1;1;0
jobBased.exe;T19_big;big;instance_20_4_5_10_13_Bthr_3.txt;20;4;5;18.961;1;120;120;0;0;3;1;1;1
jobBased.exe;T19_big;big;instance_20_4_5_10_13_Bthr_4.txt;20;4;5;600.005;1;291;291;0;0;4;1;1;0
jobBased.exe;T19_big;big;instance_20_4_5_10_13_Bthr_5.txt;20;4;5;600.006;1;483;483;0;0;3;1;1;0
jobBased.exe;T19_big;big;instance_20_4_5_10_13_Bthr_6.txt;20;4;5;600.006;1;181;181;0;0;3;1;1;0
jobBased.exe;T19_big;big;instance_20_4_5_10_13_Bthr_7.txt;20;4;5;600.006;1;1037;537;5;5;5;1;1;0
jobBased.exe;T19_big;big;instance_20_4_5_10_13_Bthr_8.txt;20;4;5;12.742;1;118;118;0;0;5;1;1;1
jobBased.exe;T19_big;big;instance_20_4_5_10_13_Bthr_9.txt;20;4;5;19.411;1;143;143;0;0;6;1;1;1
jobBased.exe;T19_medium;medium;instance_20_4_5_10_13_Mthr_0.txt;20;4;5;600.005;1;265;265;0;0;4;1;1;0
jobBased.exe;T19_medium;medium;instance_20_4_5_10_13_Mthr_1.txt;20;4;5;600.007;1;170;170;0;0;4;1;1;0
jobBased.exe;T19_medium;medium;instance_20_4_5_10_13_Mthr_2.txt;20;4;5;600.006;1;547;447;1;1;11;1;1;0
jobBased.exe;T19_medium;medium;instance_20_4_5_10_13_Mthr_3.txt;20;4;5;600.006;1;247;247;0;0;7;1;1;0
jobBased.exe;T19_medium;medium;instance_20_4_5_10_13_Mthr_4.txt;20;4;5;600.006;1;225;225;0;0;2;1;1;0
jobBased.exe;T19_medium;medium;instance_20_4_5_10_13_Mthr_5.txt;20;4;5;600.007;1;430;430;0;0;7;1;1;0
jobBased.exe;T19_medium;medium;instance_20_4_5_10_13_Mthr_6.txt;20;4;5;600.006;1;297;297;0;0;4;1;1;0
jobBased.exe;T19_medium;medium;instance_20_4_5_10_13_Mthr_7.txt;20;4;5;600.006;1;312;312;0;0;4;1;1;0
