methode;type;threshold;nom_instance;N;M;F;tps;solv;obj;obj1;obj2;obj22;setup;valide;feas;opt 
jobBased.exe;T14_big;big;instance_20_3_4_10_8_Bthr_0.txt;20;3;4;600.007;1;433;429;4;4;2;1;1;0
jobBased.exe;T14_big;big;instance_20_3_4_10_8_Bthr_1.txt;20;3;4;600.005;1;337;337;0;0;1;1;1;0
jobBased.exe;T14_big;big;instance_20_3_4_10_8_Bthr_2.txt;20;3;4;600.007;1;264;262;2;2;1;1;1;0
jobBased.exe;T14_big;big;instance_20_3_4_10_8_Bthr_3.txt;20;3;4;600.006;1;411;410;1;1;4;1;1;0
jobBased.exe;T14_big;big;instance_20_3_4_10_8_Bthr_4.txt;20;3;4;600.006;1;480;476;4;4;2;1;1;0
jobBased.exe;T14_big;big;instance_20_3_4_10_8_Bthr_5.txt;20;3;4;600.006;1;227;223;4;4;2;1;1;0
jobBased.exe;T14_big;big;instance_20_3_4_10_8_Bthr_6.txt;20;3;4;600.007;1;413;413;0;0;4;1;1;0
jobBased.exe;T14_big;big;instance_20_3_4_10_8_Bthr_7.txt;20;3;4;600.006;1;429;426;3;3;4;1;1;0
jobBased.exe;T14_big;big;instance_20_3_4_10_8_Bthr_8.txt;20;3;4;600.006;1;437;432;5;5;1;1;1;0
jobBased.exe;T14_big;big;instance_20_3_4_10_8_Bthr_9.txt;20;3;4;600.005;1;427;425;2;2;3;1;1;0
jobBased.exe;T14_medium;medium;instance_20_3_4_10_8_Mthr_0.txt;20;3;4;600.006;1;141;141;0;0;3;1;1;0
jobBased.exe;T14_medium;medium;instance_20_3_4_10_8_Mthr_1.txt;20;3;4;600.005;1;370;363;7;7;2;1;1;0
jobBased.exe;T14_medium;medium;instance_20_3_4_10_8_Mthr_2.txt;20;3;4;600.006;1;322;318;4;4;2;1;1;0
jobBased.exe;T14_medium;medium;instance_20_3_4_10_8_Mthr_3.txt;20;3;4;600.005;1;148;143;5;5;2;1;1;0
jobBased.exe;T14_medium;medium;instance_20_3_4_10_8_Mthr_4.txt;20;3;4;600.006;1;211;211;0;0;5;1;1;0
jobBased.exe;T14_medium;medium;instance_20_3_4_10_8_Mthr_5.txt;20;3;4;600.005;1;610;606;4;4;2;1;1;0
jobBased.exe;T14_medium;medium;instance_20_3_4_10_8_Mthr_6.txt;20;3;4;600.006;1;328;328;0;0;4;1;1;0
jobBased.exe;T14_medium;medium;instance_20_3_4_10_8_Mthr_7.txt;20;3;4;600.006;1;360;357;3;3;3;1;1;0
jobBased.exe;T14_medium;medium;instance_20_3_4_10_8_Mthr_8.txt;20;3;4;600.005;1;427;424;3;3;3;1;1;0
jobBased.exe;T14_medium;medium;instance_20_3_4_10_8_Mthr_9.txt;20;3;4;600.006;1;341;337;4;4;2;1;1;0
jobBased.exe;T14_small;small;instance_20_3_4_10_8_Sthr_0.txt;20;3;4;600.005;1;384;379;5;5;4;1;1;0
jobBased.exe;T14_small;small;instance_20_3_4_10_8_Sthr_1.txt;20;3;4;600.005;1;367;363;4;4;3;1;1;0
